is_canceled,hotel,arrival_date_month,lead_time,adr,market_segment,customer_type,deposit_type,total_of_special_requests,booking_changes,arrival_month_num,days_in_waiting_list,is_repeated_guest,required_car_parking_spaces,previous_cancellations
0,Resort Hotel,September,33,90.0,Groups,Transient-Party,No Deposit,0,0,9,0,0,0,0
0,Resort Hotel,September,33,105.5,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,Resort Hotel,October,0,72.0,Direct,Transient,No Deposit,0,0,10,0,0,1,0
0,Resort Hotel,November,36,36.0,Corporate,Transient-Party,No Deposit,0,1,11,0,0,0,0
1,Resort Hotel,February,82,66.0,Groups,Transient-Party,No Deposit,0,0,2,0,1,0,1
1,Resort Hotel,December,19,36.0,Offline TA/TO,Transient-Party,No Deposit,0,0,12,0,0,0,1
1,Resort Hotel,December,12,98.0,Online TA,Transient,No Deposit,0,1,12,0,0,0,1
0,Resort Hotel,November,4,48.0,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,Resort Hotel,November,125,62.69,Online TA,Transient,No Deposit,1,0,11,0,0,0,0
0,Resort Hotel,December,12,49.4,Offline TA/TO,Transient-Party,No Deposit,1,0,12,0,0,0,0
0,Resort Hotel,December,14,30.5,Offline TA/TO,Transient,No Deposit,0,0,12,0,0,0,0
0,Resort Hotel,December,8,104.33,Direct,Transient,No Deposit,0,2,12,0,0,0,0
0,Resort Hotel,January,3,43.0,Online TA,Transient-Party,No Deposit,2,0,1,0,1,0,0
0,Resort Hotel,January,5,61.0,Direct,Transient,No Deposit,0,0,1,0,0,0,0
0,Resort Hotel,January,1,70.0,Direct,Transient,No Deposit,2,0,1,0,1,0,0
0,Resort Hotel,February,0,39.0,Direct,Transient,No Deposit,0,0,2,0,0,0,0
0,Resort Hotel,February,21,35.0,Direct,Transient,No Deposit,1,2,2,0,0,0,0
0,Resort Hotel,February,4,45.0,Direct,Transient,No Deposit,1,1,2,0,0,0,0
0,Resort Hotel,February,10,41.0,Online TA,Transient,No Deposit,2,0,2,0,0,0,0
0,Resort Hotel,February,83,26.0,Offline TA/TO,Transient,No Deposit,0,0,2,0,0,0,0
0,Resort Hotel,February,0,43.0,Online TA,Transient,No Deposit,0,0,2,0,0,0,0
0,Resort Hotel,February,8,30.0,Corporate,Transient,No Deposit,0,0,2,0,0,0,0
0,Resort Hotel,February,0,30.0,Corporate,Transient-Party,No Deposit,0,1,2,0,0,0,0
0,Resort Hotel,March,26,60.4,Offline TA/TO,Transient,No Deposit,0,0,3,0,0,1,0
0,Resort Hotel,February,53,26.1,Offline TA/TO,Transient,No Deposit,1,0,2,0,0,0,0
0,Resort Hotel,October,5,39.0,Corporate,Transient,No Deposit,0,0,10,0,1,0,0
0,Resort Hotel,March,36,36.6,Offline TA/TO,Transient-Party,No Deposit,1,1,3,0,0,1,0
0,Resort Hotel,March,39,123.0,Online TA,Transient,No Deposit,1,1,3,0,0,1,0
0,Resort Hotel,March,34,52.36,Online TA,Transient,No Deposit,1,0,3,0,0,0,0
0,Resort Hotel,April,0,56.0,Direct,Transient,No Deposit,0,0,4,0,0,0,0
0,Resort Hotel,April,0,101.0,Direct,Transient,No Deposit,0,0,4,0,0,1,0
0,Resort Hotel,April,0,74.0,Online TA,Transient,No Deposit,0,0,4,0,0,0,0
0,Resort Hotel,April,85,76.0,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
0,Resort Hotel,May,1,79.0,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,Resort Hotel,May,8,70.0,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,Resort Hotel,May,132,71.7,Online TA,Transient,No Deposit,1,0,5,0,0,1,0
0,Resort Hotel,May,156,52.36,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,Resort Hotel,June,96,135.1,Offline TA/TO,Transient,No Deposit,1,2,6,0,0,0,0
0,Resort Hotel,June,14,120.0,Online TA,Transient,No Deposit,1,1,6,0,0,0,0
0,Resort Hotel,June,155,83.6,Offline TA/TO,Transient,No Deposit,0,0,6,0,0,0,0
0,Resort Hotel,June,2,161.1,Direct,Transient,No Deposit,0,2,6,0,0,0,0
0,Resort Hotel,June,163,100.85,Direct,Transient,No Deposit,1,0,6,0,0,0,0
0,Resort Hotel,June,191,111.0,Online TA,Transient,No Deposit,1,0,6,0,0,1,0
0,Resort Hotel,July,182,97.75,Direct,Transient,No Deposit,1,1,7,0,0,0,0
0,Resort Hotel,July,238,74.06,Offline TA/TO,Transient,No Deposit,1,0,7,0,0,0,0
0,Resort Hotel,July,158,209.0,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,Resort Hotel,July,121,162.15,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,Resort Hotel,August,24,299.0,Online TA,Transient,No Deposit,0,1,8,0,0,0,0
0,Resort Hotel,August,17,270.5,Online TA,Transient,No Deposit,1,3,8,0,0,0,0
1,Resort Hotel,April,186,76.67,Direct,Transient-Party,No Deposit,3,0,4,0,1,0,1
0,Resort Hotel,August,49,140.0,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,Resort Hotel,August,58,269.0,Online TA,Transient,No Deposit,1,1,8,0,0,0,0
0,Resort Hotel,August,14,170.43,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,Resort Hotel,September,170,223.0,Direct,Transient,No Deposit,1,4,9,0,0,1,0
0,Resort Hotel,September,7,163.1,Direct,Transient,No Deposit,1,0,9,0,0,1,0
0,Resort Hotel,September,42,162.0,Online TA,Transient,No Deposit,1,0,9,0,0,1,0
0,Resort Hotel,October,0,150.0,Direct,Transient,No Deposit,0,0,10,0,0,1,0
0,Resort Hotel,October,365,66.0,Groups,Transient-Party,No Deposit,0,1,10,0,0,0,0
0,Resort Hotel,October,3,50.0,Corporate,Transient,No Deposit,0,0,10,0,0,0,0
0,Resort Hotel,July,69,65.5,Offline TA/TO,Transient,No Deposit,0,0,7,0,0,0,0
0,Resort Hotel,July,0,117.9,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,Resort Hotel,July,59,144.43,Online TA,Transient,No Deposit,2,0,7,0,0,1,0
0,Resort Hotel,July,118,184.6,Direct,Transient,No Deposit,1,0,7,0,0,0,0
0,Resort Hotel,July,30,123.0,Offline TA/TO,Transient,No Deposit,2,0,7,0,0,0,0
0,Resort Hotel,August,37,115.2,Online TA,Transient,No Deposit,0,0,8,0,0,1,0
1,Resort Hotel,September,97,89.0,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,Resort Hotel,October,73,47.0,Online TA,Transient,No Deposit,0,0,10,0,0,0,0
0,Resort Hotel,October,200,72.0,Offline TA/TO,Transient,No Deposit,0,0,10,0,0,0,0
0,Resort Hotel,December,31,65.7,Online TA,Transient,No Deposit,2,0,12,0,0,0,0
0,Resort Hotel,December,71,0.0,Online TA,Transient,No Deposit,0,1,12,0,0,0,0
1,Resort Hotel,December,94,31.18,Online TA,Transient,No Deposit,1,0,12,0,0,0,0
1,Resort Hotel,December,75,66.83,Online TA,Transient,No Deposit,1,0,12,0,0,0,0
1,Resort Hotel,January,2,89.0,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
1,Resort Hotel,January,13,44.8,Online TA,Transient,No Deposit,2,0,1,0,0,0,0
1,Resort Hotel,February,29,48.0,Online TA,Transient,No Deposit,1,0,2,0,0,0,0
1,Resort Hotel,May,137,79.2,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
0,Resort Hotel,June,231,81.0,Offline TA/TO,Transient,No Deposit,2,0,6,0,0,0,0
1,Resort Hotel,June,23,159.0,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
0,Resort Hotel,July,304,59.8,Offline TA/TO,Contract,No Deposit,1,1,7,0,0,0,0
1,Resort Hotel,July,126,151.43,Online TA,Transient,No Deposit,2,1,7,0,0,0,0
1,Resort Hotel,July,100,160.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,July,67,160.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,July,169,200.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,July,46,179.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,August,182,140.0,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
1,Resort Hotel,August,153,214.0,Online TA,Transient,No Deposit,0,1,8,0,0,0,0
1,Resort Hotel,August,140,191.0,Online TA,Transient,No Deposit,0,1,8,0,0,0,0
1,Resort Hotel,August,14,239.0,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
1,Resort Hotel,August,84,171.5,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
1,Resort Hotel,September,36,169.0,Online TA,Transient,No Deposit,0,0,9,0,0,0,0
1,Resort Hotel,September,58,112.33,Online TA,Transient,No Deposit,0,0,9,0,0,0,0
0,Resort Hotel,October,364,66.0,Groups,Transient-Party,No Deposit,0,0,10,0,0,0,0
0,Resort Hotel,October,365,66.0,Groups,Transient-Party,No Deposit,0,1,10,0,0,0,0
1,Resort Hotel,October,154,49.25,Online TA,Transient,No Deposit,0,0,10,0,0,0,0
1,Resort Hotel,October,179,75.33,Online TA,Transient,No Deposit,3,0,10,0,0,0,0
1,Resort Hotel,December,156,173.1,Direct,Transient,No Deposit,0,0,12,0,0,0,0
1,Resort Hotel,May,231,81.0,Groups,Transient-Party,No Deposit,0,0,5,0,0,0,0
1,Resort Hotel,June,18,118.8,Online TA,Transient,No Deposit,0,0,6,0,0,0,0
1,Resort Hotel,July,218,138.64,Offline TA/TO,Transient,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,July,177,137.57,Direct,Transient-Party,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,July,181,171.71,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
1,Resort Hotel,July,165,200.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,July,292,138.38,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
1,Resort Hotel,August,213,197.4,Direct,Transient,No Deposit,1,2,8,0,0,0,0
1,Resort Hotel,August,200,200.0,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
1,Resort Hotel,August,260,292.0,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
1,Resort Hotel,August,161,300.0,Online TA,Transient,No Deposit,1,1,8,0,0,0,0
1,Resort Hotel,August,51,290.0,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,Resort Hotel,March,2,30.0,Corporate,Transient,No Deposit,0,0,3,0,0,0,0
0,Resort Hotel,October,6,47.0,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
0,Resort Hotel,February,0,30.0,Corporate,Transient,No Deposit,0,0,2,0,0,0,0
0,Resort Hotel,February,0,39.0,Online TA,Transient,No Deposit,1,0,2,0,0,0,0
0,Resort Hotel,September,204,102.86,Direct,Transient,No Deposit,1,0,9,0,0,0,0
0,Resort Hotel,June,6,57.0,Corporate,Transient,No Deposit,0,0,6,0,1,0,0
0,Resort Hotel,January,0,47.0,Direct,Transient,No Deposit,1,0,1,0,1,1,0
0,Resort Hotel,July,155,88.4,Offline TA/TO,Contract,No Deposit,0,0,7,0,0,0,0
0,Resort Hotel,July,134,88.4,Offline TA/TO,Contract,No Deposit,1,0,7,0,0,0,0
0,Resort Hotel,July,171,153.1,Direct,Transient,No Deposit,1,0,7,0,0,1,0
0,Resort Hotel,August,181,110.7,Offline TA/TO,Contract,No Deposit,1,0,8,0,0,0,0
0,Resort Hotel,August,1,204.0,Online TA,Transient,No Deposit,0,0,8,0,0,1,0
0,Resort Hotel,September,29,123.0,Direct,Transient,No Deposit,0,0,9,0,0,1,0
0,Resort Hotel,September,0,80.0,Direct,Transient,No Deposit,0,0,9,0,0,1,0
0,Resort Hotel,October,88,6.0,Complementary,Transient,No Deposit,0,1,10,0,0,1,0
0,Resort Hotel,April,0,42.0,Direct,Transient,No Deposit,0,0,4,0,1,0,0
0,Resort Hotel,December,6,30.0,Corporate,Transient,No Deposit,0,0,12,0,1,0,0
0,Resort Hotel,January,1,0.0,Direct,Transient,No Deposit,0,0,1,0,1,1,0
0,Resort Hotel,December,0,38.4,Offline TA/TO,Transient-Party,No Deposit,0,0,12,0,0,0,0
0,Resort Hotel,December,24,101.5,Online TA,Transient,No Deposit,0,1,12,0,0,0,0
0,Resort Hotel,December,0,95.0,Direct,Transient,No Deposit,0,0,12,0,0,0,0
0,Resort Hotel,February,2,25.0,Corporate,Transient,No Deposit,0,0,2,0,1,0,0
0,Resort Hotel,January,4,43.0,Direct,Transient,No Deposit,0,0,1,0,0,0,0
0,Resort Hotel,January,1,29.0,Offline TA/TO,Transient,No Deposit,0,0,1,0,0,0,0
0,Resort Hotel,January,5,29.0,Offline TA/TO,Transient,No Deposit,1,1,1,0,0,0,0
0,Resort Hotel,February,1,70.0,Online TA,Transient,No Deposit,2,0,2,0,0,0,0
0,Resort Hotel,February,17,67.5,Direct,Transient,No Deposit,0,0,2,0,0,0,0
0,Resort Hotel,March,0,55.0,Direct,Transient,No Deposit,1,0,3,0,1,0,0
0,Resort Hotel,March,46,0.0,Offline TA/TO,Transient-Party,No Deposit,0,0,3,0,0,0,0
0,Resort Hotel,March,2,58.0,Online TA,Transient,No Deposit,0,0,3,0,0,0,0
0,Resort Hotel,March,96,47.56,Online TA,Transient,No Deposit,2,0,3,0,0,0,0
0,Resort Hotel,April,0,101.0,Direct,Transient,No Deposit,0,0,4,0,0,1,0
0,Resort Hotel,April,33,69.92,Online TA,Transient,No Deposit,1,0,4,0,0,0,0
0,Resort Hotel,April,172,75.6,Offline TA/TO,Transient,No Deposit,0,0,4,0,0,0,0
0,Resort Hotel,April,5,107.0,Online TA,Transient,No Deposit,1,1,4,0,0,1,0
0,Resort Hotel,May,212,41.4,Offline TA/TO,Transient,No Deposit,0,0,5,0,0,0,0
0,Resort Hotel,May,146,44.1,Online TA,Transient-Party,No Deposit,0,0,5,0,0,0,0
0,Resort Hotel,April,0,85.5,Offline TA/TO,Transient,No Deposit,1,0,4,0,1,0,0
0,Resort Hotel,May,114,41.4,Offline TA/TO,Transient,No Deposit,0,0,5,0,0,0,0
0,Resort Hotel,May,83,95.6,Online TA,Transient,No Deposit,1,1,5,0,0,1,0
0,Resort Hotel,June,174,62.9,Offline TA/TO,Contract,No Deposit,3,0,6,0,0,0,0
0,Resort Hotel,June,188,84.0,Online TA,Transient,No Deposit,0,0,6,0,0,1,0
0,Resort Hotel,July,6,66.0,Corporate,Transient,No Deposit,0,0,7,0,0,0,0
0,Resort Hotel,June,217,90.71,Online TA,Transient,No Deposit,2,0,6,0,0,0,0
0,Resort Hotel,July,6,191.1,Direct,Transient,No Deposit,1,5,7,0,0,1,0
0,Resort Hotel,March,6,35.0,Corporate,Transient,No Deposit,1,0,3,0,1,0,0
0,Resort Hotel,August,131,206.1,Direct,Transient-Party,No Deposit,1,2,8,0,0,0,0
0,Resort Hotel,August,110,189.0,Online TA,Transient,No Deposit,2,1,8,0,0,0,0
0,Resort Hotel,August,99,190.34,Online TA,Transient,No Deposit,0,0,8,0,0,0,0
0,Resort Hotel,August,144,254.62,Direct,Transient,No Deposit,1,2,8,0,0,1,0
0,Resort Hotel,August,88,286.1,Direct,Transient,No Deposit,0,1,8,0,0,1,0
0,Resort Hotel,August,41,241.0,Online TA,Transient,No Deposit,1,0,8,0,0,0,0
0,Resort Hotel,August,51,193.6,Offline TA/TO,Transient,No Deposit,0,1,8,0,0,0,0
0,Resort Hotel,September,8,171.0,Online TA,Transient,No Deposit,1,0,9,0,0,1,0
0,Resort Hotel,September,223,77.6,Offline TA/TO,Transient,No Deposit,1,0,9,0,0,0,0
0,Resort Hotel,September,230,81.9,Offline TA/TO,Contract,No Deposit,0,0,9,0,0,0,0
0,Resort Hotel,September,35,106.33,Online TA,Transient,No Deposit,1,1,9,0,0,0,0
0,Resort Hotel,September,62,127.19,Direct,Transient,No Deposit,1,0,9,0,0,0,0
0,Resort Hotel,October,8,88.0,Groups,Transient-Party,No Deposit,0,1,10,0,0,1,0
0,Resort Hotel,July,109,123.0,Online TA,Transient,No Deposit,2,0,7,0,0,0,0
0,Resort Hotel,July,84,97.0,Online TA,Transient,No Deposit,2,1,7,0,0,0,0
0,Resort Hotel,July,112,120.6,Offline TA/TO,Transient,No Deposit,1,0,7,0,0,0,0
0,Resort Hotel,July,58,165.0,Direct,Transient,No Deposit,1,2,7,0,0,1,0
0,Resort Hotel,July,66,103.5,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,Resort Hotel,July,25,194.9,Direct,Transient,No Deposit,2,1,7,0,0,0,0
1,Resort Hotel,August,89,154.0,Direct,Transient,No Deposit,0,0,8,0,0,0,0
1,Resort Hotel,August,131,119.7,Offline TA/TO,Transient,No Deposit,1,1,8,0,0,0,0
0,Resort Hotel,August,460,77.54,Offline TA/TO,Contract,No Deposit,0,0,8,0,0,0,0
0,Resort Hotel,August,98,134.0,Online TA,Transient,No Deposit,2,0,8,0,0,0,0
1,Resort Hotel,August,85,162.3,Online TA,Transient,No Deposit,3,0,8,0,0,0,0
0,Resort Hotel,September,1,143.0,Online TA,Transient,No Deposit,2,1,9,0,0,1,0
0,Resort Hotel,September,4,133.0,Direct,Transient,No Deposit,0,0,9,0,0,1,0
0,Resort Hotel,September,107,76.67,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,Resort Hotel,September,41,122.0,Online TA,Transient,No Deposit,1,0,9,0,0,1,0
0,Resort Hotel,October,130,98.4,Online TA,Transient,No Deposit,0,0,10,0,0,1,0
0,Resort Hotel,October,41,43.93,Offline TA/TO,Contract,No Deposit,0,0,10,0,0,0,0
1,Resort Hotel,October,82,55.14,Online TA,Transient,No Deposit,2,1,10,0,0,0,0
0,Resort Hotel,October,22,99.5,Offline TA/TO,Transient,No Deposit,0,0,10,0,0,0,0
0,Resort Hotel,November,28,42.0,Corporate,Transient-Party,No Deposit,0,1,11,0,0,0,0
0,Resort Hotel,November,36,36.0,Corporate,Transient-Party,No Deposit,0,2,11,0,0,0,0
0,Resort Hotel,December,161,136.1,Online TA,Transient,No Deposit,0,1,12,0,0,0,0
0,Resort Hotel,March,190,41.4,Online TA,Transient,No Deposit,2,0,3,0,0,1,0
1,Resort Hotel,March,7,40.0,Direct,Transient,No Deposit,0,0,3,0,0,0,0
1,Resort Hotel,March,51,26.0,Groups,Transient-Party,No Deposit,0,0,3,0,0,0,0
1,Resort Hotel,March,7,0.0,Complementary,Transient,No Deposit,0,0,3,0,0,0,0
0,Resort Hotel,March,169,72.0,Groups,Transient-Party,Refundable,0,1,3,0,0,1,0
0,Resort Hotel,March,169,66.0,Groups,Transient-Party,Refundable,0,0,3,0,0,0,0
0,Resort Hotel,April,214,52.2,Online TA,Transient,No Deposit,2,0,4,0,0,0,0
1,Resort Hotel,April,30,65.0,Direct,Transient,No Deposit,0,0,4,0,0,0,0
0,Resort Hotel,May,225,80.0,Groups,Transient-Party,Refundable,0,2,5,0,0,2,0
0,Resort Hotel,June,319,72.98,Offline TA/TO,Contract,No Deposit,2,1,6,0,0,0,0
1,Resort Hotel,June,129,161.0,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,Resort Hotel,June,250,78.5,Offline TA/TO,Contract,No Deposit,0,0,6,0,0,0,0
1,Resort Hotel,June,295,57.51,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,Resort Hotel,June,240,93.96,Offline TA/TO,Transient,No Deposit,0,0,6,0,0,0,0
1,Resort Hotel,July,178,81.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
1,Resort Hotel,July,178,82.8,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,July,277,92.57,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
1,Resort Hotel,July,203,204.44,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,July,107,144.0,Groups,Transient-Party,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,September,361,108.91,Offline TA/TO,Transient,No Deposit,0,1,9,0,0,0,0
1,Resort Hotel,September,243,77.85,Offline TA/TO,Transient,No Deposit,0,1,9,0,0,0,0
1,Resort Hotel,September,22,146.2,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
1,Resort Hotel,October,124,75.0,Groups,Transient-Party,No Deposit,0,0,10,0,0,0,0
1,Resort Hotel,October,248,70.0,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
1,Resort Hotel,October,67,76.5,Online TA,Transient,No Deposit,3,0,10,0,0,0,0
1,Resort Hotel,December,196,180.0,Groups,Transient-Party,No Deposit,0,0,12,0,0,0,0
1,Resort Hotel,February,14,88.0,Online TA,Transient,No Deposit,0,0,2,0,0,0,0
1,Resort Hotel,March,11,44.64,Online TA,Transient,No Deposit,0,1,3,0,0,0,0
1,Resort Hotel,May,19,105.0,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
1,Resort Hotel,May,22,90.0,Online TA,Transient,No Deposit,1,0,5,0,0,0,0
1,Resort Hotel,June,312,80.1,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,Resort Hotel,July,76,195.6,Direct,Transient,No Deposit,0,0,7,0,0,1,0
0,Resort Hotel,January,2,38.0,Direct,Transient,No Deposit,0,0,1,0,0,0,0
0,Resort Hotel,January,0,40.0,Direct,Transient,No Deposit,1,0,1,0,0,0,2
0,Resort Hotel,February,1,35.0,Corporate,Transient,No Deposit,0,0,2,0,0,0,0
0,Resort Hotel,May,10,42.0,Corporate,Transient,No Deposit,0,0,5,0,0,0,0
0,Resort Hotel,March,30,38.5,Corporate,Transient,No Deposit,0,0,3,0,1,1,0
0,Resort Hotel,July,110,79.59,Offline TA/TO,Transient,No Deposit,1,2,7,0,0,1,0
0,Resort Hotel,July,129,149.63,Offline TA/TO,Contract,No Deposit,1,1,7,0,0,0,0
0,Resort Hotel,July,63,115.0,Online TA,Transient,No Deposit,1,0,7,0,0,0,0
0,Resort Hotel,July,26,165.0,Online TA,Transient-Party,No Deposit,0,0,7,0,0,1,0
0,Resort Hotel,August,1,153.0,Online TA,Transient,No Deposit,0,0,8,0,0,1,0
0,Resort Hotel,September,288,110.7,Online TA,Transient-Party,No Deposit,0,2,9,0,0,0,0
0,Resort Hotel,September,26,113.0,Direct,Transient,No Deposit,1,1,9,0,0,1,0
0,Resort Hotel,September,0,114.0,Direct,Transient,No Deposit,0,0,9,0,0,0,0
0,Resort Hotel,September,2,99.0,Online TA,Transient,No Deposit,2,0,9,0,0,0,0
0,Resort Hotel,September,0,129.0,Online TA,Transient,No Deposit,1,0,9,0,0,1,0
0,Resort Hotel,September,239,80.0,Offline TA/TO,Transient-Party,No Deposit,0,0,9,0,0,0,0
0,Resort Hotel,September,125,74.93,Offline TA/TO,Contract,No Deposit,0,0,9,0,0,0,0
0,Resort Hotel,April,0,50.0,Corporate,Transient-Party,No Deposit,0,0,4,0,1,0,1
0,Resort Hotel,October,5,56.48,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
0,Resort Hotel,November,34,31.63,Offline TA/TO,Transient,No Deposit,2,0,11,0,0,0,0
0,Resort Hotel,November,0,56.0,Direct,Transient,No Deposit,0,0,11,0,0,0,0
0,Resort Hotel,December,7,149.0,Direct,Transient,No Deposit,0,1,12,0,0,0,0
0,Resort Hotel,January,9,0.0,Offline TA/TO,Transient,No Deposit,0,0,1,0,0,0,0
0,Resort Hotel,January,3,29.01,Offline TA/TO,Transient,No Deposit,0,0,1,0,0,0,0
0,Resort Hotel,January,5,50.0,Online TA,Transient,No Deposit,1,0,1,0,0,0,0
0,Resort Hotel,February,1,4.0,Direct,Transient,No Deposit,0,0,2,0,1,0,0
0,Resort Hotel,January,16,68.0,Online TA,Transient,No Deposit,1,0,1,0,1,0,0
0,Resort Hotel,January,5,29.0,Offline TA/TO,Transient,No Deposit,1,0,1,0,0,0,0
0,Resort Hotel,February,3,29.0,Offline TA/TO,Transient,No Deposit,0,1,2,0,0,0,0
0,Resort Hotel,February,0,48.0,Online TA,Transient,No Deposit,1,0,2,0,0,0,0
0,Resort Hotel,April,0,42.0,Corporate,Transient,No Deposit,0,1,4,0,1,0,0
0,Resort Hotel,March,2,68.0,Online TA,Transient,No Deposit,0,0,3,0,0,0,0
0,Resort Hotel,March,0,56.0,Direct,Transient,No Deposit,0,0,3,0,0,1,0
0,Resort Hotel,March,37,48.0,Online TA,Transient,No Deposit,2,0,3,0,0,0,0
0,Resort Hotel,March,23,55.0,Direct,Transient,No Deposit,0,0,3,0,0,1,0
0,Resort Hotel,April,55,61.4,Offline TA/TO,Transient,No Deposit,1,1,4,0,0,0,0
0,Resort Hotel,April,9,77.0,Online TA,Transient,No Deposit,0,1,4,0,0,1,0
0,Resort Hotel,April,190,75.6,Offline TA/TO,Transient,No Deposit,0,0,4,0,0,0,0
0,Resort Hotel,May,32,87.0,Direct,Transient,No Deposit,0,0,5,0,0,1,0
0,Resort Hotel,May,26,105.0,Online TA,Transient,No Deposit,1,0,5,0,0,1,0
0,Resort Hotel,May,1,63.0,Corporate,Transient-Party,No Deposit,0,1,5,0,0,0,0
0,Resort Hotel,May,40,46.0,Groups,Transient-Party,No Deposit,0,0,5,0,0,0,0
0,Resort Hotel,June,142,161.0,Online TA,Transient,No Deposit,0,1,6,0,0,0,0
0,Resort Hotel,June,0,139.0,Direct,Transient,No Deposit,0,0,6,0,0,0,0
0,Resort Hotel,June,168,64.9,Offline TA/TO,Contract,No Deposit,2,3,6,0,0,0,0
0,Resort Hotel,June,48,189.0,Online TA,Transient-Party,No Deposit,0,0,6,0,0,0,0
0,Resort Hotel,June,168,85.5,Online TA,Transient,No Deposit,1,0,6,0,0,0,0
0,Resort Hotel,July,0,122.43,Online TA,Transient,No Deposit,1,0,7,0,0,1,0
0,Resort Hotel,June,180,57.8,Offline TA/TO,Transient,No Deposit,0,0,6,0,0,0,0
0,Resort Hotel,July,14,244.0,Direct,Transient,No Deposit,0,0,7,0,0,0,0
0,Resort Hotel,July,0,156.0,Direct,Transient,No Deposit,0,0,7,0,0,1,0
0,Resort Hotel,July,164,153.0,Direct,Transient,No Deposit,0,0,7,0,0,0,0
0,Resort Hotel,July,167,92.1,Offline TA/TO,Contract,No Deposit,0,0,7,0,0,0,0
0,Resort Hotel,July,154,108.0,Offline TA/TO,Transient,No Deposit,0,0,7,0,0,0,0
0,Resort Hotel,August,205,194.0,Direct,Transient,No Deposit,1,0,8,0,0,1,0
0,Resort Hotel,August,124,191.0,Online TA,Transient,No Deposit,1,1,8,0,0,0,0
0,Resort Hotel,August,39,270.38,Online TA,Transient,No Deposit,2,0,8,0,0,0,0
0,Resort Hotel,September,1,161.0,Direct,Transient,No Deposit,2,0,9,0,0,1,0
0,Resort Hotel,September,186,97.0,Online TA,Transient,No Deposit,2,0,9,0,0,0,0
0,Resort Hotel,September,542,0.0,Groups,Transient-Party,No Deposit,0,0,9,0,0,0,0
0,Resort Hotel,October,159,77.0,Online TA,Transient,No Deposit,1,0,10,0,0,1,0
0,Resort Hotel,September,220,74.75,Offline TA/TO,Contract,No Deposit,2,0,9,0,0,0,0
0,Resort Hotel,October,23,135.0,Online TA,Transient,No Deposit,1,0,10,0,0,1,0
1,Resort Hotel,July,35,135.0,Online TA,Transient,No Deposit,0,0,7,0,0,0,0
1,Resort Hotel,September,12,123.0,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
0,Resort Hotel,September,78,163.0,Direct,Transient,No Deposit,0,0,9,0,0,1,0
0,Resort Hotel,September,64,73.5,Online TA,Transient,No Deposit,1,0,9,0,0,0,0
1,Resort Hotel,October,38,117.0,Online TA,Transient,No Deposit,1,0,10,0,0,0,0
1,Resort Hotel,October,155,36.0,Groups,Transient-Party,Non Refund,0,0,10,0,0,0,0
